format,input_dtype,output_dtype,mode,round,distribution,max_abs,mae,mse,payload_ratio,file_ratio
2,1,0,1,0,normal,0.700520992279,0.101593125788,0.015266648133,3.99933908132,3.98784249139
2,1,0,1,0,outliers,45.375,0.870682428548,2.08553945529,3.99933908132,3.98784249139
2,1,0,1,1,uniform,0.3291015625,0.064634408559,0.0080498846298,3.99933908132,3.98784249139
2,1,0,1,1,normal,1.37890625,0.135665741699,0.0307995746153,3.99933908132,3.98784249139
2,1,0,1,1,outliers,85.5,1.60366611894,19.4474457368,3.99933908132,3.98784249139
2,1,1,0,0,uniform,0.16650390625,0.0442098206705,0.00345229134704,3.53541362369,3.52657363027
2,1,1,0,0,normal,0.5390625,0.0708354392175,0.00892055918001,3.53541362369,3.52657363027
2,1,1,0,0,outliers,9.625,0.175777839767,0.176378974307,3.53541362369,3.52657363027
2,1,1,0,1,uniform,0.328125,0.0588482854447,0.00694594130146,3.53541362369,3.52657363027
2,1,1,0,1,normal,1.15234375,0.0950184725204,0.0188053569075,3.53541362369,3.52657363027
2,1,1,0,1,outliers,38.75,0.262190878376,0.831379817755,3.53541362369,3.52657363027
2,1,1,1,0,uniform,0.16650390625,0.0487061773963,0.00407895630388,3.99933908132,3.98784249139
2,1,1,1,0,normal,0.701171875,0.101593937399,0.0152696530412,3.99933908132,3.98784249139
2,1,1,1,0,outliers,45.375,0.870682428548,2.08553945529,3.99933908132,3.98784249139
2,1,1,1,1,uniform,0.3291015625,0.0646509172599,0.00805487386114,3.99933908132,3.98784249139
2,1,1,1,1,normal,1.37890625,0.13566098204,0.0307988424533,3.99933908132,3.98784249139
2,1,1,1,1,outliers,85.5,1.60366611894,19.4474457368,3.99933908132,3.98784249139
2,1,2,0,0,uniform,0.16650390625,0.0442660188986,0.00346236129153,3.53541362369,3.52657363027
2,1,2,0,0,normal,0.5390625,0.070805377709,0.00891634995542,3.53541362369,3.52657363027
2,1,2,0,0,outliers,9.5,0.176024932179,0.177758930755,3.53541362369,3.52657363027
2,1,2,0,1,uniform,0.32763671875,0.0589049063883,0.00695850902381,3.53541362369,3.52657363027
2,1,2,0,1,normal,1.150390625,0.0949763668315,0.0187910838069,3.53541362369,3.52657363027
2,1,2,0,1,outliers,39,0.262348958473,0.832184889222,3.53541362369,3.52657363027
2,1,2,1,0,uniform,0.16650390625,0.0485576025513,0.00404533276017,3.99933908132,3.98784249139
2,1,2,1,0,normal,0.69921875,0.10170662728,0.0152953024628,3.99933908132,3.98784249139
2,1,2,1,0,outliers,45.625,0.870854258244,2.09536323713,3.99933908132,3.98784249139
2,1,2,1,1,uniform,0.3291015625,0.0645043065287,0.00801052559458,3.99933908132,3.98784249139
2,1,2,1,1,normal,1.38671875,0.135873150341,0.0309216208958,3.99933908132,3.98784249139
2,1,2,1,1,outliers,85.75,1.60159665092,19.3647149619,3.99933908132,3.98784249139
