case,variant,format,n,input_dtype,n_mean,n_std,input_dtype_mean,input_dtype_std,format_mean,format_std,mode_mean,mode_std,round_mean,round_std,out_mean,out_std,scale_ms_mean,scale_ms_std,encode_ms_mean,encode_ms_std,quant_ms_mean,quant_ms_std,dequant_ms_mean,dequant_ms_std,h2d_ms_mean,h2d_ms_std,d2h_ms_mean,d2h_ms_std,process_ms_mean,process_ms_std,cpu_quant_ms_mean,cpu_quant_ms_std,cpu_dequant_ms_mean,cpu_dequant_ms_std,e2e_ms_mean,e2e_ms_std,cpu_e2e_ms_mean,cpu_e2e_ms_std,max_abs_mean,max_abs_std,mae_mean,mae_std,mse_mean,mse_std,payload_ratio_mean,payload_ratio_std,file_ratio_mean,file_ratio_std,dequant_GBs_mean,dequant_GBs_std,kernel_speedup_mean,kernel_speedup_std,process_speedup_mean,process_speedup_std,e2e_speedup
512x512_fp16_outliers_e4m3_optimized,optimized,0,262144,1,262144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12186239808788,0.04684644459020647,0.06430719941856,0.00045794687684091014,0.1861696004868,0.04668072462278569,0.01293439995498,0.0021130178901933466,0.04700800031422,0.002761286614643877,0.108051200211,0.0032850770796538763,0.5986002,0.05381082992483947,23.287882,0.07668440768500549,2.7193490000000002,0.05860020452182747,2.6606678,0.15593941113041315,28.0445718,0.15093226780645613,14.5,0.0,0.0356050466323,0.0,0.0670842641107,0.0,1.93939393939,0.0,1.93876826599,0.0,62.623738626039994,9.152168192526666,137.6223218288,36.154272647114084,43.71060030352,3.690449874492631,10.540425903602095
512x512_fp16_outliers_e5m2_baseline,baseline,1,262144,1,262144.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12238720208416,0.050981096905472555,0.2805760025978,0.0010239928960217093,0.4029632031918,0.051921908141742294,0.041369599103939995,0.002123412313426378,0.04913280010224,0.0037505988426537,0.1094272002578,0.003577466194330831,0.848558,0.05441052453340256,26.5798212,0.03789878690274963,2.766407,0.04790558461703599,2.9971506,0.2552381310312001,31.30614,0.11462397225057289,31.25,0.0,0.0709441002293,0.0,0.276436901728,0.0,1.93939393939,0.0,1.93876826599,0.0,19.246247530039998,0.9336890425300397,66.76806936158,7.956198007672343,34.69855394522,2.243764243093062,10.445300946839309
512x512_fp16_outliers_e5m2_optimized,optimized,1,262144,1,262144.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13896319717158,0.03814170130272059,0.06369279921054,0.00045794687684091014,0.2026560008526,0.03824234499680135,0.013312000408740001,0.002289733551135067,0.05350399911402,0.009379138706727193,0.1151679992676,0.006822082104396686,0.6448114,0.08621006755478156,26.5608952,0.04333469820132595,2.7736718000000002,0.06064777006370471,2.6738254,0.20306250015894117,31.395759599999998,0.04860315434516568,31.25,0.0,0.0709441002293,0.0,0.276436901728,0.0,1.93939393939,0.0,1.93876826599,0.0,60.86274310812,8.5058265436395,140.5120183676,32.698437985856074,46.22914234996,6.90952972127473,11.741888456890266
512x512_fp16_outliers_nvfp4_baseline,baseline,2,262144,1,262144.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3205183982848,0.039213445455230714,0.2033663988112,0.0005608721694780792,0.523884797096,0.03954475524280118,0.058368000388120005,0.0022897327181550207,0.0635583989322,0.004962238909363101,0.1031680002808,0.0012687489995945069,1.0269566,0.03234712378713137,16.9551024,0.03615056979219033,3.8461203999999998,0.04554732557241963,3.1085494,0.2764703757426825,22.6740068,0.15220498652869416,12.25,0.0,0.17863161224,0.0,0.193844852296,0.0,3.55545910755,0.0,3.55318226174,0.0,11.5223167675,0.4294112310814535,35.8585050819,2.599673213276275,20.27159722312,0.6538684260469863,7.294079611538424
512x512_fp16_outliers_nvfp4_optimized,optimized,2,262144,1,262144.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.195724800229,0.047041695427216305,0.0645119994879,0.0,0.2602368086576,0.04704170358648583,0.02560000084342,0.0022897335510903448,0.04603520035744,0.007594274901945714,0.10074240118246,0.0019185876074549126,0.6348952,0.08342123373997777,16.937873,0.07519113529532645,3.8411392,0.04192974950676434,2.4863794,0.16566363111528132,22.5483006,0.13661907682055205,12.25,0.0,0.17863161224,0.0,0.193844852296,0.0,3.55545910755,0.0,3.55318226174,0.0,26.39096085948,2.107570693074086,74.4516116163,13.083351908442463,33.1836484318,4.34551560032123,9.06872885127668
512x512_fp16_uniform_e4m3_baseline,baseline,0,262144,1,262144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13152000010004,0.040266161340473665,0.2426431983708,0.0008056107236842636,0.3741632044316,0.04092665661408732,0.04198399931196,0.002289734384115111,0.05411199927332,0.007644819380436037,0.1081983998414,0.0033552271882543393,0.8490602,0.057978400587632616,23.3456378,0.07465464079144753,2.7509922,0.06044227617901227,3.0527618,0.13918727398436964,28.3744404,0.4470505372637418,0.03125,0.0,0.0104296615714,0.0,0.000186446452787,0.0,1.93939393939,0.0,1.93876826599,0.0,18.96888922868,0.9639940864008023,63.2229930511,6.90663699927042,30.85165585638,2.1212891367531417,9.29467880527069
512x512_fp16_uniform_e4m3_optimized,optimized,0,262144,1,262144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13350399881584,0.0381392410315123,0.06083199977874,0.0005551780023396962,0.1943360000852,0.03833172051245653,0.01330560017376,0.0017782902443952825,0.05075199976566,0.006231379181376055,0.1110272005202,0.0018825150745396713,0.6255264,0.07996864966222701,23.3012396,0.034045935297771834,2.7509746,0.06148453808316354,2.7730418,0.2767795723995901,28.543791,0.7348831524967069,0.03125,0.0,0.0104296615714,0.0,0.000186446452787,0.0,1.93939393939,0.0,1.93876826599,0.0,60.472229074880005,7.038595768080835,130.3117435868,32.370895381492296,42.28905854288,6.286517565777084,10.293314366916503
512x512_fp16_uniform_e5m2_baseline,baseline,1,262144,1,262144.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13215999975783999,0.040381178656303314,0.2647679924964,0.0009514326377360201,0.3969279944898,0.040104504662432684,0.0416191995144,0.00195221018112307,0.05426559969784,0.009654337502531972,0.11267200112339999,0.004373827626878984,0.8753128,0.08397731469688706,26.6885488,0.08838000579712568,2.774129,0.05362425359387291,2.9059034,0.17525209285569165,31.394466,0.07590470701148912,0.0625,0.0,0.0208452288189,0.0,0.000744623303501,0.0,1.93939393939,0.0,1.93876826599,0.0,19.12456379848,0.8485922041551602,67.7122133461,7.106657653643528,33.916594692160004,3.355670133549748,10.803685353064386
512x512_fp16_uniform_e5m2_optimized,optimized,1,262144,1,262144.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1718080013992,0.03800082468502982,0.06082560047506,0.0005608660483498574,0.23263359963900002,0.03834188908027403,0.01310720033942,0.0024447665003799164,0.05677440017462,0.002639893224914509,0.10840960144959999,0.005219993053714889,0.691435,0.06150355139339515,27.4901086,1.8842835540428355,2.7630318,0.04301297868318364,2.932644,0.4915267487334743,31.3993794,0.12387468482220271,0.0625,0.0,0.0208452288189,0.0,0.000744623303501,0.0,1.93939393939,0.0,1.93876826599,0.0,62.03850103114,9.510118037718208,124.298137201,9.634249961104034,43.8303373374,1.0899556217995623,10.706849996112723
512x512_fp16_uniform_nvfp4_baseline,baseline,2,262144,1,262144.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2768000036478,0.04724078156246938,0.19882239401319998,0.0003720845450013069,0.4756223976612,0.04746825368973535,0.05754880011082,0.0022199782181079705,0.05100800022482,0.009549173827843652,0.10188799947504,0.00402468979479865,0.9094166,0.07558777105987446,17.3317196,0.03599524262038007,3.4729286,0.07139452448402475,2.8716056,0.29428839847299454,23.020377,0.6748758863054017,0.16650390625,0.0,0.0443191074905,0.0,0.00345024738825,0.0,3.55545910755,0.0,3.55318226174,0.0,11.68595699844,0.4306834662559548,39.25247669354,3.3355120876327526,22.99694365964,1.8067665941219777,8.016552481998223
512x512_fp16_uniform_nvfp4_optimized,optimized,2,262144,1,262144.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2392127990724,0.03901476568848678,0.0601536013186,0.0004436360671263194,0.2993664026262,0.03916454962763012,0.02498560063542,0.002123411505023453,0.058400000631799995,0.006127352940372397,0.1025407999752,0.0017539679331148661,0.7597036,0.040783640338988895,17.5447868,0.341277631571717,3.496336,0.057217105934326946,2.8580328,0.4817279889161518,23.055576600000002,0.6643965148680423,0.16650390625,0.0,0.0443191074905,0.0,0.00345024738825,0.0,3.55545910755,0.0,3.55318226174,0.0,27.02790350778,2.097919373534046,65.52752780216,7.0244432059436495,27.7612003676,1.560936301135027,8.066939119802964
512x512_fp32_normal_e4m3_baseline,baseline,0,262144,0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08715520054102,0.04026922311035292,0.204793599248,0.0006457342063257937,0.291948801279,0.040417904749340254,0.03639040067796,0.0018568821662890847,0.0819903999567,0.00639709454598622,0.10855039954159999,0.0019990923512940373,0.6852774,0.07974410535456525,20.9947978,0.048818036525448805,2.7643466,0.030175417500011518,3.0403152,0.24198154006390651,26.0032258,0.20604236133426584,0.246229171753,0.0,0.0179840370042,0.0,0.000708150117402,0.0,3.87878787879,0.0,3.87735904869,0.0,21.87919426324,1.056425753105846,73.32067006748,9.508012642407959,35.01699083716,3.735764902876162,8.552805906440225
512x512_fp32_normal_e4m3_optimized,optimized,0,262144,0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07152000069614,0.04338551595563849,0.04601600021126,0.00014310944028535574,0.11753599941736,0.04344330152238909,0.01107199992982,0.0018248420632828656,0.0876351997256,0.012471372656465692,0.1051903977986,0.003356752810022111,0.4767102,0.0802475519452151,20.9517162,0.033263120061112775,2.7451656,0.06039337806663903,2.9563748,0.31599660707466476,26.0138182,0.5380167696723783,0.246229171753,0.0,0.0179840370042,0.0,0.000708150117402,0.0,3.87878787879,0.0,3.87735904869,0.0,73.06931745206,9.863685550215912,200.0456584872,59.45974554815788,50.8365532161,8.431905455781344,8.799228771669952
512x512_fp32_normal_e5m2_baseline,baseline,1,262144,0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0945791997015,0.04635747856613352,0.2479359984398,0.01932456611311787,0.3425152003766,0.05524233021641719,0.0392703987658,0.0022288177876074347,0.08839679956438,0.005816153624353138,0.1080575987696,0.0024950171647413395,0.7646434,0.053586990154327586,24.3881892,0.10221703749717957,2.7584312,0.05770660066838108,3.3008302,0.517696839239144,29.5252332,0.2998406431068014,0.47176027298,0.0,0.0358456552394,0.0,0.00279578916797,0.0,3.87878787879,0.0,3.87735904869,0.0,20.28988539576,1.2166448225742559,72.40012972506,11.196768623470374,35.63748713636,2.4129426586191087,8.94479007129782
512x512_fp32_normal_e5m2_optimized,optimized,1,262144,0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08839040026084,0.042512926547104195,0.04546560049058,0.0005608680887807003,0.13385600298646,0.042892535807097155,0.01147519983352,0.002215592644333854,0.08280960023404,0.0022965876417941357,0.1024704009292,0.001563650767214423,0.496518,0.04520777862824053,24.319344,0.03742192888534721,2.7725202,0.06580911106906087,2.8918852,0.12442685971766702,29.3590774,0.23489741783021026,0.47176027298,0.0,0.0358456552394,0.0,0.00279578916797,0.0,3.87878787879,0.0,3.87735904869,0.0,70.96740962402001,11.168629739966299,200.8939028222,63.883319536175186,54.93428795386,5.104261571065456,10.152227827024392
512x512_fp32_normal_nvfp4_baseline,baseline,2,262144,0,262144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2520511984826,0.049271037750049,0.190035200119,0.0005447554308814873,0.4420863986014,0.049153953228119364,0.05734400078654,0.0017736206273659414,0.0886016011238,0.0140737160237544,0.09733120054002,0.003043247014664543,0.8340682,0.07430438759386956,15.5297954,0.017152733158304446,4.0899882000000005,0.06316116726834621,2.9390654,0.2926792632914057,22.0697926,1.0678606469960397,0.641621828079,0.0,0.0715975815907,0.0,0.0090960701548,0.0,7.11091821511,0.0,7.1060392497,0.0,11.72301924356,0.35018216564042437,39.57761886092,3.763870501258642,23.66940276476,2.060582235475773,7.509119259476158
512x512_fp32_normal_nvfp4_optimized,optimized,2,262144,0,262144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1811072036626,0.03751524100694861,0.05099519863726,0.00045794687684091014,0.2321024000644,0.037441011920087454,0.0250880006701,0.002039984186166168,0.08253439962864,0.00741638782809448,0.0959423989058,0.0053044978348285735,0.5780212,0.09282695109288033,15.542872599999999,0.01750433735678112,4.0901176,0.04965046531302582,2.5611052,0.2579505380798807,21.5707184,0.05581965358455836,0.641621828079,0.0,0.0715975815907,0.0,0.0090960701548,0.0,7.11091821511,0.0,7.1060392497,0.0,26.90522859482,1.9928097110376624,78.02750888663999,14.300104392086846,34.6972496478,5.778591965773045,8.422425755880703
512x512_fp32_outliers_e4m3_baseline,baseline,0,262144,0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06198400035508,0.04080452952253423,0.234495997429,0.0,0.2964799940586,0.040804531582279445,0.041779199242619997,0.001831787507274201,0.08653440028436,0.01615728167107482,0.1079103991388,0.003914701783074843,0.6806414,0.09566943528787025,20.9321712,0.08867933072142516,2.7211028,0.08846607835605694,3.0157876,0.19534951302805953,25.7640638,0.09160371877385826,14.5550842285,0.0,0.0356049118666,0.0,0.0670513704466,0.0,3.87878787879,0.0,3.87735904869,0.0,19.047273091799998,0.7887224401254423,70.63167920416001,7.394240014413982,35.25889641338,4.524786199373698,8.543063112269577
512x512_fp32_outliers_e4m3_optimized,optimized,0,262144,0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09846399947996,0.047888874031717876,0.0511999987066,0.0,0.14966400116686002,0.047888875006954344,0.0131072003394,0.0018317866742941567,0.08693760037421999,0.00294594770598943,0.105100800097,0.0011240158810135734,0.5257748,0.056472212801518595,20.9315544,0.036972569768681254,2.7185952,0.05302516457023013,2.8340468,0.17669024332203517,25.7767504,0.08059400873079853,14.5550842285,0.0,0.0356049118666,0.0,0.0670513704466,0.0,3.87878787879,0.0,3.87735904869,0.0,61.433331528020005,7.229952049568907,156.9103970522,50.583303914458746,45.41698571776,5.0906702969253494,9.095386286493223
512x512_fp32_outliers_e5m2_baseline,baseline,1,262144,0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09915520250802,0.04844255084284288,0.2686783909798,0.0008729709175401084,0.3678336024284,0.04877978994738313,0.04143359959126,0.0020736398772416777,0.08440959900616,0.007741961464439239,0.108211199939,0.0027094011093028924,0.7717878,0.05642956926736192,24.4288518,0.20729840545141606,2.7716318,0.061125017944373555,3.1027726,0.13582089973490824,29.4121436,0.25098936655623433,31.2171020508,0.0,0.0709420176609,0.0,0.276416533873,0.0,3.87878787879,0.0,3.87735904869,0.0,19.2146138455,0.9084491759157034,67.21437763506,8.064358103386136,35.40197964338,2.716404196817406,9.47931008543778
512x512_fp32_outliers_e5m2_optimized,optimized,1,262144,0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09931520149098,0.04786461986253558,0.05220479890702,0.0006906368018918483,0.15151999890802,0.0483078917085438,0.01312640029934,0.0018215279572497934,0.0874240010977,0.010429668979169932,0.1062143996358,0.0032824092599081874,0.5339838,0.052130425316699654,24.3853182,0.1865850892962774,2.774194,0.06778749614420065,2.8992526,0.24956136510545865,29.8820236,1.0950988781225655,31.2171020508,0.0,0.0709420176609,0.0,0.276416533873,0.0,3.87878787879,0.0,3.87735904869,0.0,61.33307334474,7.177189210379744,178.2751244052,58.15778058796719,51.28500471546,5.457138028229813,10.306802380723914
512x512_fp32_outliers_nvfp4_baseline,baseline,2,262144,0,262144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.251180803776,0.046570310883443676,0.190464004874,0.0,0.441644793749,0.046570310883443676,0.05838720053432,0.002279378598107492,0.07886079996824,0.0051850685657658,0.1048128008842,0.0033554721284178688,0.81566,0.06749577460848939,14.9453488,0.01958433056553137,3.9650884,0.06297084632431113,2.9048058,0.31064004238780923,21.0426112,0.4653686388173362,12.2419586182,0.0,0.178644537736,0.0,0.193907160604,0.0,7.11091821511,0.0,7.1060392497,0.0,11.51840107584,0.42730639979434604,38.06720012626,3.4100233611588093,23.31128123958,1.923120039325578,7.244068157671676
512x512_fp32_outliers_nvfp4_optimized,optimized,2,262144,0,262144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.143968001008,0.04789815408083592,0.05181439891456,0.0005608680887259301,0.1957823991774,0.04826772306188981,0.026009600237019998,0.0021234116846349346,0.08655360043052,0.011390457947077293,0.09868799895038,0.002888698286342286,0.5590774000000001,0.1064025719839516,14.9587526,0.05071914396261027,3.9709326000000003,0.053919662000980535,3.055955,0.5238020646217424,21.1410222,0.5344092965674356,12.2419586182,0.0,0.178644537736,0.0,0.193907160604,0.0,7.11091821511,0.0,7.1060392497,0.0,25.95362557388,1.9416390057855284,88.51851601252,17.814533254605323,34.74440513612,5.845056346295493,6.917975624641069
512x512_fp32_uniform_e4m3_baseline,baseline,0,262144,0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1000255994499,0.050253442924122524,0.2340864032508,0.0009158929205174021,0.334112006426,0.05039795563543545,0.04198399931196,0.002289734384115111,0.07973760068416,0.0043577248867855125,0.1059840008616,0.0018305844789529798,0.7218264,0.06278218385258671,20.9763616,0.06947325052349339,2.7334184,0.05982216543890742,3.5457142,0.7379392532920309,25.9009832,0.0470085838033862,0.0312497615814,0.0,0.0104291832447,0.0,0.000186407105541,0.0,3.87878787879,0.0,3.87735904869,0.0,18.96888922868,0.9639940864008023,63.95306969294,8.74303527972921,33.06011353808,3.0688581147520337,7.304870539199126
512x512_fp32_uniform_e4m3_optimized,optimized,0,262144,0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0982783980667,0.04554320303590674,0.05262719914314,0.0005522203708112383,0.15090560019003998,0.04591401516503614,0.0131072003394,0.0018317866742941567,0.0890111997723,0.013945292162753352,0.1035583987834,0.00226527440934745,0.5282358,0.04891787789959823,21.058558,0.21388188543329295,2.7424619999999997,0.05476718314374033,3.1907272,0.46340410721550584,25.9592032,0.12232105868860063,0.0312497615814,0.0,0.0104291832447,0.0,0.000186407105541,0.0,3.87878787879,0.0,3.87735904869,0.0,61.433331528020005,7.229952049568907,155.3741915408,47.047907871746865,45.331754061779996,3.7057995851328545,8.135826591505536
512x512_fp32_uniform_e5m2_baseline,baseline,1,262144,0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08113920018082,0.04725256405431069,0.256435203552,0.0005400204568771093,0.3375743985174,0.04732969880861713,0.04132479950786,0.0015708711767003162,0.087136001885,0.013189300055211154,0.10636799931516,0.0049228007693728065,0.7293204,0.07115077871183138,24.3770214,0.052651363674646755,2.7705238,0.04747408068830818,3.0582764,0.14825937017369267,29.3100088,0.150576203836131,0.0624996423721,0.0,0.0208455079712,0.0,0.000744628745429,0.0,3.87878787879,0.0,3.87735904869,0.0,19.25012517214,0.7032854199161465,72.49659143704,8.638415475522281,37.50229737814,3.5968839833400468,9.583832514288114
512x512_fp32_uniform_e5m2_optimized,optimized,1,262144,0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10033920034776,0.04908846221180682,0.05242879912254,0.00045794687684091014,0.15276799798016,0.04924761050000402,0.0131072003394,0.0018317866742941567,0.09064320027824,0.012367877737957847,0.10581119954559999,0.004959926303703099,0.5337948,0.05376035647854282,24.351988,0.050771053401520105,2.76468,0.06812047551947958,3.4851658,0.6596097602197831,30.3747528,0.9709008785041866,0.0624996423721,0.0,0.0208455079712,0.0,0.000744628745429,0.0,3.87878787879,0.0,3.87735904869,0.0,61.433331528020005,7.229952049568907,176.854555395,57.68910819858852,51.2345728137,5.437625312939729,8.715439822116927
512x512_fp32_uniform_nvfp4_baseline,baseline,2,262144,0,262144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2618112027646,0.04605425935922926,0.1849343985316,0.0005608640078642556,0.446745598316,0.04661478333837038,0.05591040030122,0.0019961441575954727,0.08430719971658,0.008110364263150541,0.09892479926348,0.004418121055016014,0.8520864,0.047041023668708555,15.3408118,0.0346002026395797,3.9465922,0.04296063871964671,2.9945614000000003,0.282486385125549,21.2311878,0.0910043733822722,0.166815936565,0.0,0.0443113720592,0.0,0.00344930974229,0.0,7.11091821511,0.0,7.1060392497,0.0,12.02650110858,0.41242673119885986,38.63173912018,3.62061018396734,22.69053966894,1.2492055371976372,7.089915671790867
512x512_fp32_uniform_nvfp4_optimized,optimized,2,262144,0,262144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1613759994506,0.042485992793942114,0.049728000163999996,0.0005316223693861272,0.2111039996146,0.04301152820144748,0.0243712004274,0.0018317866742941558,0.08693119883536,0.014510536879843359,0.1007360011338,0.002808262870234215,0.5809292,0.07213242281179803,15.361677199999999,0.03374360032954381,3.9467468,0.056927145754024744,2.6916558,0.19452314832353493,21.3752016,0.16048184851814176,0.166815936565,0.0,0.0443113720592,0.0,0.00344930974229,0.0,7.11091821511,0.0,7.1060392497,0.0,27.67681485386,1.8896864700529423,84.3124122073,16.235739300741,33.68973699526,4.583117591428485,7.941283428586969
