iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,262144,0,1,0,0,1,optimized,0.0452480018139,0.0522239990532,0.0974719971418,0.0163839999586,0.102623999119,0.11132799834,0.596746,24.439439,2.875888,3.052786,31.594781,0.0624996423721,0.0208455079712,0.000744628745429,3.87878787879,3.87735904869,48.5000001225,239.911183386,45.7737915294
1,262144,0,1,0,0,1,optimized,0.13555200398,0.0522239990532,0.187775999308,0.0122880004346,0.0775680020452,0.110207997262,0.529736,24.331146,2.704589,4.181588,30.521915,0.0624996423721,0.0208455079712,0.000744628745429,3.87878787879,3.87735904869,64.6666643794,135.135431836,51.0362425812
2,262144,0,1,0,0,1,optimized,0.130495995283,0.0532479993999,0.183743998408,0.0122880004346,0.104928001761,0.100896000862,0.540279,24.317254,2.714047,4.175764,30.963772,0.0624996423721,0.0208455079712,0.000744628745429,3.87878787879,3.87735904869,64.6666643794,137.892288808,50.0321148888
3,262144,0,1,0,0,1,optimized,0.0482879988849,0.0522239990532,0.100511997938,0.0122880004346,0.0822720006108,0.105760000646,0.449134,24.320015,2.761305,2.74728,29.388077,0.0624996423721,0.0208455079712,0.000744628745429,3.87878787879,3.87735904869,64.6666643794,240.082627577,60.2967488545
4,262144,0,1,0,0,1,optimized,0.142112001777,0.0522239990532,0.194335997105,0.0122880004346,0.0858239978552,0.100864000618,0.553079,24.352086,2.767571,3.268411,29.405219,0.0624996423721,0.0208455079712,0.000744628745429,3.87878787879,3.87735904869,64.6666643794,131.251245368,49.0339662146
