iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,262144,0,0,0,0,1,optimized,0.0440320000052,0.0511999987066,0.0952320024371,0.0163839999586,0.0883840024471,0.103519998491,0.574254,20.993983,2.812518,3.103011,25.85909,14.5550842285,0.0356049118666,0.0670513704466,3.87878787879,3.87735904869,48.5000001225,213.289317741,41.4563956019
1,262144,0,0,0,0,1,optimized,0.0483199991286,0.0511999987066,0.0995199978352,0.0122880004346,0.0831359997392,0.105056002736,0.44338,20.92219,2.697122,2.777363,25.728213,14.5550842285,0.0356049118666,0.0670513704466,3.87878787879,3.87735904869,64.6666643794,211.248858449,53.2710361315
2,262144,0,0,0,0,1,optimized,0.13055999577,0.0511999987066,0.181759998202,0.0122880004346,0.0858239978552,0.105567999184,0.499646,20.921242,2.698761,2.750785,25.679788,14.5550842285,0.0356049118666,0.0670513704466,3.87878787879,3.87735904869,64.6666643794,121.722476737,47.2734756207
3,262144,0,0,0,0,1,optimized,0.130272001028,0.0511999987066,0.18147200346,0.0122880004346,0.0910080000758,0.104768000543,0.532007,20.894969,2.682631,2.639024,25.756131,14.5550842285,0.0356049118666,0.0670513704466,3.87878787879,3.87735904869,64.6666643794,121.68455577,44.3182138581
4,262144,0,0,0,0,1,optimized,0.139136001468,0.0511999987066,0.1903360039,0.0122880004346,0.0863360017538,0.106591999531,0.579587,20.925388,2.701944,2.900051,25.86053,14.5550842285,0.0356049118666,0.0670513704466,3.87878787879,3.87735904869,64.6666643794,116.606776564,40.7658073766
