iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,4194304,1,0,0,0,1,baseline,0.918240010738,3.72838401794,4.64662408829,0.5775359869,0.618207991123,0.942463994026,10.221881,374.743952,44.985692,40.465979,447.542668,0.25,0.0179676673435,0.000705466963413,1.93939393939,1.93935481962,22.0141848965,80.3439477273,41.0618793156
1,4194304,1,0,0,0,1,baseline,0.926144003868,4.23833608627,5.16448020935,0.573440015316,0.603327989578,0.904063999653,10.674606,376.085083,44.849685,40.255884,446.809411,0.25,0.0179676673435,0.000705466963413,1.93939393939,1.93935481962,22.1714279793,73.3601638779,39.4332838139
2,4194304,1,0,0,0,1,baseline,0.918687999249,4.51862382889,5.43731212616,0.573440015316,0.616191983223,0.900319993496,11.012096,373.977031,44.723044,41.14455,447.253704,0.25,0.0179676673435,0.000705466963413,1.93939393939,1.93935481962,22.1714279793,69.6585161299,38.0218329916
3,4194304,1,0,0,0,1,baseline,0.921280026436,4.03251218796,4.95379209518,0.572416007519,0.617695987225,0.906880021095,10.49465,373.625887,44.686667,39.926891,448.812512,0.25,0.0179676673435,0.000705466963413,1.93939393939,1.93935481962,22.2110909426,75.6961276568,39.8596002725
4,4194304,1,0,0,0,1,baseline,0.921407997608,4.46464014053,5.38604784012,0.573440015316,0.621375977993,0.909536004066,10.964496,376.973984,44.845303,41.111454,446.720518,0.25,0.0179676673435,0.000705466963413,1.93939393939,1.93935481962,22.1714279793,70.7811303979,38.4713795326
