iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,1024,0,1,0,0,1,optimized,0.0102399997413,0.00716800009832,0.0174080003053,0.00819199997932,0.00604799995199,0.024191999808,0.116807,0.096354,0.011352,0.443241,0.321402,0.244701623917,0.0363083839823,0.0028006965066,3.87878787879,3.54794520548,0.378906250957,4.20726557823,0.922085149006
1,1024,0,1,0,0,1,optimized,0.011264000088,0.00716800009832,0.018432000652,0.00409599998966,0.00537599995732,0.0263359993696,0.107718,0.095139,0.011039,0.374907,0.299942,0.244701623917,0.0363083839823,0.0028006965066,3.87878787879,3.54794520548,0.757812501913,4.71315682599,0.985703410758
2,1024,0,1,0,0,1,optimized,0.0102399997413,0.00716800009832,0.0174080003053,0.00409599998966,0.00569600006565,0.0262400005013,0.104086,0.094536,0.010941,0.369636,0.390444,0.244701623917,0.0363083839823,0.0028006965066,3.87878787879,3.54794520548,0.757812501913,4.90499435236,1.01336394904
3,1024,0,1,0,0,1,optimized,0.015359999612,0.00716800009832,0.022528000176,0.00307200010866,0.00726399989799,0.0306240003556,0.1896,0.096867,0.01768,0.506042,0.346612,0.244701623917,0.0363083839823,0.0028006965066,3.87878787879,3.54794520548,1.01041663093,4.47449213775,0.604150843882
4,1024,0,1,0,0,1,optimized,0.015359999612,0.00716800009832,0.022528000176,0.00409599998966,0.00588800013065,0.0274880006909,0.163258,0.096386,0.017411,0.483301,0.343003,0.244701623917,0.0363083839823,0.0028006965066,3.87878787879,3.54794520548,0.757812501913,4.27422623543,0.697037817442
