iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,4194304,0,0,0,0,1,baseline,0.599359989166,3.54508805275,4.1444478035,0.885760009289,1.11888003349,0.904255986214,10.167546,336.44535,44.808664,43.577008,414.931085,0.248138904572,0.0179676193912,0.000705380363771,3.87878787879,3.87869854222,14.3537570749,75.7928952818,37.4971516234
1,4194304,0,0,0,0,1,baseline,0.60729598999,3.54611206055,4.15340805054,0.897023975849,1.14543998241,0.925119996071,8.410961,335.803891,43.4411,44.950635,414.392921,0.248138904572,0.0179676193912,0.000705380363771,3.87878787879,3.87869854222,14.1735163633,75.0915939505,45.0893769452
2,4194304,0,0,0,0,1,baseline,0.604767978191,3.54611206055,4.15087985992,0.573440015316,1.13183999062,0.899936020374,8.068435,336.94813,43.560457,45.19736,414.563792,0.248138904572,0.0179676193912,0.000705380363771,3.87878787879,3.87869854222,22.1714279793,80.5425113135,47.1601477858
3,4194304,0,0,0,0,1,baseline,0.599168002605,3.54508805275,4.14425611496,0.573440015316,1.12550401688,0.904255986214,8.050417,335.280223,43.773585,44.493562,421.420282,0.248138904572,0.0179676193912,0.000705380363771,3.87878787879,3.87869854222,22.1714279793,80.3472282938,47.0849905042
4,4194304,0,0,0,0,1,baseline,0.607200026512,3.54611206055,4.15331220627,0.572416007519,1.12492799759,0.893343985081,8.06604,338.718908,43.426411,48.938981,420.059853,0.248138904572,0.0179676193912,0.000705380363771,3.87878787879,3.87869854222,22.2110909426,80.8648533543,47.3770671854
