iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,1024,0,0,0,0,1,baseline,0.0122880004346,0.0215039998293,0.0337920002639,0.011264000088,0.00614400021732,0.0236159991473,0.13675,0.083347,0.011066,0.482832,0.319378,0.123792171478,0.0177487058079,0.000683682682175,3.87878787879,3.54794520548,0.275568179666,2.09545896801,0.690405850091
1,1024,0,0,0,0,1,baseline,0.0122880004346,0.022528000176,0.0348160006106,0.00614400021732,0.00665599992499,0.0273919999599,0.13436,0.081818,0.010638,0.394799,0.288922,0.123792171478,0.0177487058079,0.000683682682175,3.87878787879,3.54794520548,0.505208315464,2.25722651688,0.688121464722
2,1024,0,0,0,0,1,baseline,0.011264000088,0.022528000176,0.0337920002639,0.00716800009832,0.00659199990332,0.0231679994613,0.123044,0.082785,0.010431,0.382027,0.281016,0.123792171478,0.0177487058079,0.000683682682175,3.87878787879,3.54794520548,0.433035708346,2.27578122987,0.75758265336
3,1024,0,0,0,0,1,baseline,0.0122880004346,0.0216000005603,0.0338880009949,0.00707199983299,0.00652799988165,0.023967999965,0.122534,0.085859,0.010609,0.381957,0.281027,0.123792171478,0.0177487058079,0.000683682682175,3.87878787879,3.54794520548,0.438914037515,2.35517573365,0.787275368469
4,1024,0,0,0,0,1,baseline,0.0122880004346,0.022528000176,0.0348160006106,0.00633599981666,0.00617599999532,0.0242560002953,0.120886,0.082161,0.01054,0.37511,0.280722,0.123792171478,0.0177487058079,0.000683682682175,3.87878787879,3.54794520548,0.489899004075,2.25264869356,0.766846450375
