iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,1024,0,2,0,0,1,baseline,0.0163839999586,0.0255999993533,0.0419839993119,0.01446400024,0.00528000015765,0.0269440002739,0.144304,0.063512,0.016767,0.479751,0.302797,0.478256940842,0.0716618026438,0.00916580674224,7.06206896552,6.02325581395,0.181692474862,1.42217617342,0.556318605167
1,1024,0,2,0,0,1,baseline,0.0163839999586,0.0266239997,0.0430079996586,0.0102399997413,0.00537599995732,0.0284160003066,0.146964,0.060083,0.015307,0.396994,0.275786,0.478256940842,0.0716618026438,0.00916580674224,7.06206896552,6.02325581395,0.256640631483,1.41582784048,0.512982771291
2,1024,0,2,0,0,1,baseline,0.015359999612,0.0266239997,0.0419839993119,0.0102399997413,0.00582400010899,0.0269120000303,0.137266,0.057787,0.014935,0.38698,0.265367,0.478256940842,0.0716618026438,0.00916580674224,7.06206896552,6.02325581395,0.256640631483,1.39250155711,0.529788877071
3,1024,0,2,0,0,1,baseline,0.015359999612,0.0266239997,0.0419839993119,0.0102399997413,0.00576000008732,0.0272000003606,0.135263,0.057182,0.014404,0.384145,0.263782,0.478256940842,0.0716618026438,0.00916580674224,7.06206896552,6.02325581395,0.256640631483,1.37074910573,0.52923563724
4,1024,0,2,0,0,1,baseline,0.015359999612,0.0266239997,0.0419839993119,0.0102399997413,0.00576000008732,0.0269440002739,0.134321,0.056902,0.014445,0.383258,0.264116,0.478256940842,0.0716618026438,0.00916580674224,7.06206896552,6.02325581395,0.256640631483,1.3661726657,0.531167873974
