iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,262144,0,2,0,0,1,optimized,0.196383997798,0.0522239990532,0.248607993126,0.0296960007399,0.104896001518,0.102752000093,0.721072,14.977255,4.044452,2.847754,20.911856,12.2419586182,0.178644537736,0.193907160604,7.11091821511,7.1060392497,22.6208237898,68.3486669946,26.379760967
1,262144,0,2,0,0,1,optimized,0.107840001583,0.0522239990532,0.160063996911,0.0245760008693,0.0758080035448,0.0975679978728,0.465513,14.921665,3.917155,3.602352,21.989941,12.2419586182,0.178644537736,0.193907160604,7.11091821511,7.1060392497,27.3334951269,102.030005559,40.4689450134
2,262144,0,2,0,0,1,optimized,0.109439998865,0.0511999987066,0.160640001297,0.0255999993533,0.0810239985585,0.0994559973478,0.5117,14.929526,3.968665,2.436345,20.679387,12.2419586182,0.178644537736,0.193907160604,7.11091821511,7.1060392497,26.2401569129,101.472245135,36.9321692398
3,262144,0,2,0,0,1,optimized,0.109696000814,0.0511999987066,0.160896003246,0.0255999993533,0.0813760012388,0.0948159992695,0.486008,14.925323,3.922356,3.604132,21.329905,12.2419586182,0.178644537736,0.193907160604,7.11091821511,7.1060392497,26.2401569129,101.062107162,38.7805941466
4,262144,0,2,0,0,1,optimized,0.19648000598,0.0522239990532,0.248704001307,0.0245760008693,0.0896639972925,0.0988480001688,0.611094,15.039994,4.002035,2.789192,20.794022,12.2419586182,0.178644537736,0.193907160604,7.11091821511,7.1060392497,27.3334951269,69.679555212,31.1605563138
