iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,262144,1,2,0,0,1,baseline,0.241216003895,0.198655992746,0.439871996641,0.0614399984479,0.0519680008292,0.0970240011811,0.892612,17.295695,3.60048,3.376601,24.162925,0.16650390625,0.0443191074905,0.00345024738825,3.55545910755,3.55318226174,10.9333987137,41.6829742849,23.410143489
1,262144,1,2,0,0,1,baseline,0.24275200069,0.198655992746,0.441408008337,0.0563200004399,0.0484480001032,0.105311997235,0.857283,17.37744,3.439829,2.832155,22.631431,0.16650390625,0.0443191074905,0.00345024738825,3.55545910755,3.55318226174,11.9273436568,41.8245881946,24.2828435884
2,262144,1,2,0,0,1,baseline,0.242944002151,0.198655992746,0.441599994898,0.0573440007865,0.0448639988899,0.103615999222,0.839876,17.297418,3.435984,2.623147,23.104403,0.16650390625,0.0443191074905,0.00345024738825,3.55545910755,3.55318226174,11.7143553081,41.5545676054,24.6862655916
3,262144,1,2,0,0,1,baseline,0.328832000494,0.198655992746,0.52748799324,0.0563200004399,0.0669120028615,0.105375997722,1.03076,17.331469,3.442543,2.810765,22.66183,0.16650390625,0.0443191074905,0.00345024738825,3.55545910755,3.55318226174,11.9273436568,35.5836374714,20.154072723
4,262144,1,2,0,0,1,baseline,0.328256011009,0.199487999082,0.52774399519,0.0563200004399,0.0428479984403,0.0981120020151,0.926552,17.356576,3.445807,2.71536,22.541296,0.16650390625,0.0443191074905,0.00345024738825,3.55545910755,3.55318226174,11.9273436568,35.6166159114,22.4513929062
