iteration,n,input_dtype,format,mode,round,out,variant,scale_ms,encode_ms,quant_ms,dequant_ms,h2d_ms,d2h_ms,process_ms,cpu_quant_ms,cpu_dequant_ms,e2e_ms,cpu_e2e_ms,max_abs,mae,mse,payload_ratio,file_ratio,dequant_GBs,kernel_speedup,process_speedup
0,262144,0,2,0,0,1,optimized,0.192384004593,0.0501759983599,0.242559999228,0.0286720003933,0.0916799977422,0.104000002146,0.706236,15.546453,4.177451,3.0153,21.633144,0.641621828079,0.0715975815907,0.0090960701548,7.11091821511,7.1060392497,23.4287106161,72.7196791956,27.9282053025
1,262144,0,2,0,0,1,optimized,0.200448006392,0.0511999987066,0.251648008823,0.0238080006093,0.0754560008645,0.0905599966645,0.551445,15.567022,4.071741,2.451624,21.580409,0.641621828079,0.0715975815907,0.0090960701548,7.11091821511,7.1060392497,28.2152210521,71.2954603548,35.6132760293
2,262144,0,2,0,0,1,optimized,0.114239998162,0.0511999987066,0.165439993143,0.0238080006093,0.0744640007615,0.0917759984732,0.448253,15.542841,4.060205,2.372738,21.597584,0.641621828079,0.0715975815907,0.0090960701548,7.11091821511,7.1060392497,28.2152210521,103.58390391,43.7321021834
3,262144,0,2,0,0,1,optimized,0.199008002877,0.0511999987066,0.250207990408,0.0245760008693,0.0842880010605,0.0963839963078,0.585505,15.517933,4.059667,2.473697,21.55899,0.641621828079,0.0715975815907,0.0090960701548,7.11091821511,7.1060392497,27.3334951269,71.2472364529,33.437118385
4,262144,0,2,0,0,1,optimized,0.199456006289,0.0511999987066,0.25065600872,0.0245760008693,0.0867839977145,0.0969920009375,0.598667,15.540114,4.081524,2.492167,21.483465,0.641621828079,0.0715975815907,0.0090960701548,7.11091821511,7.1060392497,27.3334951269,71.2912645199,32.7755463388
